snailID,concentration,confct,time,status
G52,10,c,24,1
G52,10,c,24,1
G52,10,c,24,1
G52,10,c,24,1
G52,10,c,24,1
G52,15,d,8,2
G52,15,d,8,2
G52,15,d,8,2
G52,15,d,12,2
G52,15,d,12,2
G52,15,d,12,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G52,15,d,24,2
G54,1,a,8,2
G54,1,a,12,2
G54,1,a,12,2
G54,1,a,24,2
G54,1,a,24,2
G54,1,a,24,2
G54,1,a,24,2
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,1,a,24,1
G54,5,b,4,2
G54,5,b,4,2
G54,5,b,8,2
G54,5,b,8,2
G54,5,b,24,2
G54,5,b,24,2
G54,5,b,24,2
G54,5,b,24,2
G54,5,b,24,2
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,5,b,24,1
G54,10,c,4,2
G54,10,c,4,2
G54,10,c,8,2
G54,10,c,8,2
G54,10,c,24,2
G54,10,c,24,2
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,10,c,24,1
G54,15,d,4,2
G54,15,d,8,2
G54,15,d,8,2
G54,15,d,8,2
G54,15,d,24,2
G54,15,d,24,2
G54,15,d,24,2
G54,15,d,24,2
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G54,15,d,24,1
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,4,2
G60,1,a,8,2
G60,1,a,8,2
G60,1,a,8,2
G60,1,a,8,2
G60,1,a,12,2
G60,1,a,24,2
G60,1,a,24,2
G60,1,a,24,1
G60,1,a,24,1
G60,5,b,4,2
G60,5,b,4,2
G60,5,b,4,2
G60,5,b,8,2
G60,5,b,8,2
G60,5,b,8,2
G60,5,b,12,2
G60,5,b,12,2
G60,5,b,24,2
G60,5,b,24,2
G60,5,b,24,2
G60,5,b,24,1
G60,5,b,24,1
G60,5,b,24,1
G60,5,b,24,1
G60,5,b,24,1
G60,10,c,4,2
G60,10,c,8,2
G60,10,c,12,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,2
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,10,c,24,1
G60,15,d,4,2
G60,15,d,4,2
G60,15,d,8,2
G60,15,d,8,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,2
G60,15,d,24,1

